167
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,FPhases,NumCells,NumNeighbors,SurfaceFeatures,Volumes
51,15,6,26,33,39,41,64,65,68,70,75,80,82,85,120,129
52,14,4,12,27,40,44,45,48,60,72,76,84,87,108,148
53,13,14,18,28,33,47,68,79,122,126,127,151,165,166
54,13,3,23,34,43,60,62,67,73,78,81,94,159,163
55,7,4,22,29,57,59,74,158
56,9,1,11,15,18,20,27,28,36,76
57,12,4,29,44,45,48,55,59,62,89,132,138,157
58,10,2,17,25,31,35,63,83,88,102,142
59,16,4,11,14,18,22,39,44,45,49,55,57,70,106,138,150,158
60,18,3,12,45,48,52,54,62,67,72,78,81,84,96,99,100,108,134,153
61,5,23,32,46,71,77
62,11,3,45,48,54,57,60,78,81,89,132,138
63,15,6,10,19,25,31,35,41,58,65,80,83,88,140,144,149
64,14,13,16,26,39,41,49,51,65,70,74,80,82,86,145
65,12,6,7,26,31,39,41,50,51,63,64,86,161
66,12,15,20,36,38,42,67,71,77,81,103,131,160
67,14,15,20,38,54,60,66,73,77,78,81,84,99,103,155
68,17,5,6,9,26,33,39,50,51,53,75,79,90,98,114,119,128,156
69,5,17,21,75,135,147
70,14,11,14,22,33,39,44,49,51,59,64,74,82,139,152
71,13,20,23,32,38,40,42,61,66,76,77,101,116,160
72,9,3,4,8,12,48,52,60,78,137
73,10,23,32,34,38,43,54,67,77,78,155
74,13,4,13,22,29,37,49,55,64,70,80,82,145,158
75,14,6,9,21,33,50,51,68,69,79,85,98,115,119,146
76,12,11,18,20,27,40,44,45,52,56,71,84,87
77,17,12,20,23,32,38,40,61,66,67,71,73,78,81,84,101,107,113
78,22,3,12,23,30,32,34,48,54,60,62,67,72,73,77,84,94,96,97,99,117,137,153
79,13,1,5,33,47,53,68,75,110,114,115,146,156,165
80,16,6,10,13,16,25,35,41,51,63,64,74,82,85,129,133,145
81,14,15,18,45,54,60,62,66,67,77,84,103,130,132,162
82,11,22,49,51,64,70,74,80,85,133,145,152
83,8,2,10,19,31,35,58,63,88
84,17,12,15,18,20,40,45,52,60,67,76,77,78,81,87,100,134,148
85,10,6,9,25,33,35,51,75,80,82,129
86,3,39,64,65
87,3,52,76,84
88,5,25,35,58,63,83
89,2,57,62
90,4,50,68,119,128
91,4,24,30,34,46
92,3,4,8,29
93,3,4,29,111
94,3,34,54,78
95,2,20,40
96,3,12,60,78
97,2,3,78
98,4,21,50,68,75
99,4,60,67,78,153
100,3,45,60,84
101,4,23,32,71,77
102,3,25,35,58
103,5,15,66,67,81,162
104,3,6,7,31
105,1,7
106,2,44,59
107,3,40,77,113
108,5,45,52,60,134,148
109,2,21,50
110,2,5,79
111,3,4,49,93
112,1,7
113,2,77,107
114,4,5,33,68,79
115,3,75,79,146
116,3,32,38,71
117,3,3,34,78
118,4,6,25,41,129
119,4,50,68,75,90
120,2,39,51
121,4,1,5,11,167
122,3,14,33,53
123,1,5
124,1,43
125,2,26,39
126,4,14,18,53,127
127,2,53,126
128,3,50,68,90
129,7,6,25,41,51,80,85,118
130,1,81
131,2,42,66
132,4,45,57,62,81
133,2,80,82
134,5,45,60,84,108,148
135,2,21,69
136,1,28
137,3,3,72,78
138,4,45,57,59,62
139,5,11,14,33,39,70
140,1,63
141,1,5
142,2,17,58
143,1,36
144,3,10,35,63
145,4,64,74,80,82
146,3,75,79,115
147,4,7,17,21,69
148,5,45,52,84,108,134
149,3,10,19,63
150,2,14,59
151,5,14,18,28,53,166
152,3,22,70,82
153,3,60,78,99
154,2,23,46
155,3,38,67,73
156,3,33,68,79
157,1,57
158,6,4,22,49,55,59,74
159,3,43,54,163
160,4,38,42,66,71
161,3,26,50,65
162,3,15,81,103
163,3,43,54,159
164,3,1,33,47
165,4,33,47,53,79
166,5,14,18,28,53,151
167,3,1,5,121
Feature_ID,NumNeighbors,SharedSurfaceAreaList
1,12,148,208,21,105,185,125,77,165,44,133,104,119
2,3,2,94,62
3,12,107,143,35,167,35,15,71,193,551,57,63,31
4,20,25,86,3,35,276,3,2,496,202,490,62,96,31,106,21,2,84,97,154,27
5,14,148,391,548,130,80,57,106,100,43,55,18,83,158,65
6,17,172,344,294,9,343,86,269,405,27,464,131,59,6,154,108,115,122
7,11,172,147,113,323,316,427,16,94,61,118,11
8,6,107,25,285,268,231,9
9,10,344,147,320,381,324,41,57,10,339,68
10,10,1,367,221,190,157,482,97,70,101,90
11,18,208,86,391,183,89,25,366,112,127,491,430,51,31,19,3,18,73,60
12,9,173,226,215,174,76,68,297,151,20
13,7,1,354,381,58,408,117,184
14,17,21,183,313,22,56,460,1,18,136,383,235,137,18,7,54,31,11
15,11,168,120,190,219,91,187,80,192,59,172,138
16,7,367,354,97,43,205,33,84
17,9,113,320,49,107,178,162,48,6,6
18,16,89,313,168,46,369,176,411,67,80,145,225,17,97,62,13,88
19,5,221,97,195,39,48
20,12,120,46,68,225,397,210,4,111,461,157,231,123
21,10,323,381,49,127,449,306,2,30,37,40
22,10,3,22,6,354,381,316,287,317,16,84
23,14,173,80,451,287,80,401,4,41,4,5,262,454,2,8
24,4,273,113,111,27
25,14,294,324,107,275,300,39,307,201,4,330,28,10,40,10
26,12,548,9,25,2,282,190,84,32,361,167,208,112
27,7,105,35,366,266,144,202,294
28,13,185,112,56,190,369,6,36,253,220,501,7,105,41
29,10,276,285,280,213,34,213,168,127,122,15
30,7,143,80,273,216,53,192,18
31,11,343,316,41,178,275,16,43,387,126,1,4
32,12,451,33,249,26,238,219,228,282,268,5,27,52
33,21,125,130,127,460,2,6,226,62,287,273,341,244,1,310,2,41,64,28,2,44,8
34,13,35,287,113,216,33,202,134,192,10,223,62,22,3
35,12,2,190,300,6,94,78,358,218,172,1,23,42
36,7,219,68,36,93,54,382,144
37,6,3,381,43,280,112,189
38,10,249,182,248,239,108,139,116,47,1,62
39,18,2,80,491,1,282,226,1,342,200,1,349,84,1,180,1,28,66,66
40,10,226,225,80,82,213,126,266,185,75,54
41,13,86,157,205,39,16,6,83,276,381,312,195,41,46
42,6,93,182,233,74,160,30
43,7,26,202,357,211,85,1,19
44,14,496,430,18,176,266,1,306,189,174,44,278,1,84,197
45,17,411,306,305,93,256,271,211,148,61,178,292,2,108,78,60,6,133
46,8,401,111,53,238,134,2,11,178
47,7,77,253,62,171,178,10,64
48,12,167,202,268,213,189,305,89,281,304,202,237,6
49,14,490,51,58,6,34,112,342,16,301,127,259,5,6,17
